Atom,Ox,Z,#e,E_IQA_Intra(A)_a,T(A)_a,"Vne(A,A)_a","Vee(A,A)_a","VeeC(A,A)_a","VeeX(A,A)_a",E_IQA_Intra(A)_b,T(A)_b,"Vne(A,A)_b","Vee(A,A)_b","VeeC(A,A)_b","VeeX(A,A)_b",E_IQA_Intra(A),T(A),"Vne(A,A)","Vee(A,A)","VeeC(A,A)","VeeX(A,A)",N_alpha(A),N_beta(A),N_total(A),N_spin(A),IE,"Vee_ab(A,A)","E_IQA_Intra(A)_a/Vee_ab(A,A)","E_IQA_Intra(A)_b/Vee_ab(A,A)","E_IQA_Intra(A)/Vee_ab(A,A)","1/Vee_ab(A,A)",E_IQA_Intra(A)_a+E_IQA_Intra(A)_b,IE_AE,Type,EA
Cl,1.0,17.0,16.0,-284.34879614,232.39520259,-556.84862087,40.104622134,54.52795348300001,-14.423331349000001,-272.22571521,226.76527626,-529.5726119,30.581620435999998,43.815798788,-13.234178350999999,-459.34718417,459.16047729,-1086.421233,167.91357153,195.57108153,-27.657509995999998,8.999999989700001,7.0000001235,16.000000113,1.9999998662,0.8751351846871297,97.22732717999996,-2.9245769104973567,-2.7998889109233667,-4.724465821420723,0.010285174230375263,-556.57451135,0.8751351846871297,IE,
Cl,2.0,17.0,15.0,-285.17661616,233.82210715,-559.95290639,40.954183082,55.504130572,-14.54994749,-265.75571857,224.46654661,-517.00114729,26.77888211,39.501568232,-12.722686122999999,-458.48424119,458.28865379,-1076.9540541,160.18115909,187.45379288,-27.272633794,9.000000004,6.0000000041,15.000000007999999,3.0,1.4626231164386359,92.44809354,-3.084721439243213,-2.8746479066657455,-4.959369345908958,0.010816880713362951,-550.93233473,1.4626231164386359,IE,
Cl,3.0,17.0,14.0,-279.78562993,231.84752378,-547.88324171,36.250087997,50.254733193,-14.004645195,-265.95268283,224.91619963,-517.78858369,26.919701234,39.675211359,-12.755510125999999,-457.03143783,456.76372309,-1065.6718257000002,151.87666479,178.63682024,-26.760155449000006,8.0000000677,5.9999999961000015,14.000000064000002,2.0000000716,1.9565340381706784,88.70687493000008,-3.154046742721836,-2.9981067762771176,-5.152153518998954,0.011273083408575885,-545.7383127600001,1.9565340381706784,IE,
Cl,4.0,17.0,13.0,-273.51438058,229.26127287,-534.42561791,31.649964456,45.072418588999994,-13.422454132999999,-266.15027769,225.43628249,-518.65990427,27.073344089000006,39.858612357,-12.785268268,-455.07793368,454.69755435,-1053.0855217,143.31003371,169.51775609,-26.207722381,6.9999999672,6.0000000077,12.999999975,0.99999995949,2.487194284436354,84.58672459000002,-3.2335379092375374,-3.146478114385632,-5.380016023623169,0.011822186103636192,-539.66465827,2.487194284436354,IE,
Cl,5.0,17.0,12.0,-266.34804719,226.02312141,-519.60784844,27.236679836,40.050741091,-12.814061255,-266.34804719,226.02312141,-519.60784844,27.236679836,40.050741091,-12.814061255,-452.59461347,452.04624215,-1039.2156977,134.57484208,160.20296462,-25.628122548,5.9999999863,5.9999999863,11.999999973,0.0,3.562479520290487,80.10148090999995,-3.325132621321472,-3.325132621321472,-5.650265242642942,0.012484163696343831,-532.69609438,3.562479520290487,IE,
Cl,6.0,17.0,11.0,-266.43644561,226.63600756,-520.57704496,27.504591793000003,40.23916688,-12.734575087,-257.61929599,221.71963703,-502.36429373,23.025360716999998,35.239714928000005,-12.214354211,-448.92527066,448.35564361,-1022.9413389,125.66042466,150.60935399,-24.948929326,6.0000021294,4.9999999663,11.000002096,1.0000021632,4.196820635862905,75.13047094000002,-3.546316724445651,-3.428958886677784,-5.975275611123434,0.013310178779507593,-524.0557416,4.196820635862905,IE,
Cl,7.0,17.0,10.0,-257.68593893,222.0373298,-502.79604197,23.072773236,35.305818824,-12.233045588,-257.68593893,222.0373298,-502.79604197,23.072773236,35.305818824,-12.233045588,-444.76024172,444.07465885,-1005.5920847,116.75718416,141.22327534,-24.466091183000003,4.9999999685,4.9999999685,9.999999937,0.0,12.80001023101195,70.61163614000003,-3.649341001235153,-3.649341001235153,-6.298682002470306,0.014161971803306238,-515.37187786,12.80001023101195,IE,
Ar,0.0,18.0,18.0,-321.52781961,263.51274746,-627.62070505,42.58013799,57.934785614,-15.354647624000002,-321.52781961,263.51274746,-627.62070505,42.58013799,57.934785614,-15.354647624000002,-527.18606903,527.02549657,-1255.2414136,201.02984795,231.73914353,-30.709295581,8.999999496000001,8.999999496000001,17.999998992000002,0.0,0.5791550922372215,115.86957019,-2.7749116449018216,-2.7749116449018216,-4.549823289803644,0.008630393625869374,-643.05563922,0.5791550922372215,IE,
Ar,1.0,18.0,17.0,-322.50975591,264.94272009,-630.90752096,43.455044955,58.956227864,-15.501182909,-315.49248204,261.46149667,-614.88926733,37.93528862,52.760366628,-14.825078007,-526.62027148,526.40421503,-1245.796787,192.77230044,223.09856159,-30.326261151,8.9999998674,7.9999999409,16.999999808,0.99999992648,1.0153717095872137,111.38196647000008,-2.8955293763543466,-2.8325274911084968,-4.728056867462843,0.00897811406722957,-638.0022379500001,1.0153717095872137,IE,
Ar,2.0,18.0,16.0,-323.39315715,266.49331502,-634.18329859,44.29682641300001,59.932824881,-15.635998469,-308.50301333,258.88756804,-600.76392685,33.373345476,47.630070563000004,-14.256725087000001,-525.61849631,525.38088208,-1234.947226,183.94784762,213.84057134,-29.892723721,9.000000001,7.0000000963,16.000000097,1.9999999047,1.496983734877584,106.27767416999995,-3.0429077383901517,-2.9028017007271334,-4.945709439117285,0.009409313929851504,-631.8961704799998,1.496983734877584,IE,
Ar,3.0,18.0,15.0,-324.19088234,268.1570699,-637.45906998,45.111117746000005,60.86930044100001,-15.758182695,-300.52817328,255.71524645,-585.21795835,28.974538613000004,42.632195537,-13.657656924000001,-524.13762538,523.87231553,-1222.6770286,174.66708771,204.08292743,-29.415839720999998,9.0000000243,5.9999999965,15.000000020999998,3.0000000278,2.189524755713918,100.58143023999992,-3.223168347938977,-2.9879091256000443,-5.211077473539022,0.009942193082896858,-624.71905562,2.189524755713918,IE,
Ar,4.0,18.0,14.0,-317.44534339,265.31778861,-622.42779451,39.664662503,54.781958686,-15.117296182999999,-300.73195265,256.26127359,-586.11216595,29.118939705,42.812290839,-13.693351134,-521.96809502,521.57906106,-1208.5399604,164.99280432,193.80345171,-28.810647382,8.000000065,5.9999999988,14.000000064000002,2.0000000662,2.7503194480971738,96.20920102000002,-3.29953206163732,-3.1258128064849395,-5.425344868122259,0.0103940162624583,-618.17729604,2.7503194480971738,IE,
Ar,5.0,18.0,13.0,-309.76644502,261.79161766,-605.97428106,34.416218384000004,48.862939347,-14.446720962,-300.93407677,256.87306273,-587.08205104,29.274911545,43.000032319,-13.725120774,-519.22480657,518.66467937,-1193.0563326,155.16684666,183.33868844,-28.17184179,7.0000000738,5.9999999991,13.000000072999999,1.0000000747,3.3548458366754548,91.47571521999998,-3.3863243842915978,-3.2897701433243847,-5.676094527615984,0.010931863146355187,-610.70052179,3.3548458366754548,IE,
Ar,6.0,18.0,12.0,-301.13595179,257.54783083,-588.12348155,29.439698925,43.195569395,-13.75587047,-301.13595179,257.54783083,-588.12348155,29.439698925,43.195569395,-13.75587047,-515.8807649,515.09566161,-1176.2469635,145.27053696,172.78227795,-27.511740986,6.0000000032,6.0000000032,12.000000005999999,0.0,4.571983465229415,86.39113867999994,-3.4857273140643854,-3.4857273140643854,-5.971454628128772,0.011575261251088315,-602.27190358,4.571983465229415,IE,
Ar,7.0,18.0,11.0,-301.21426263,258.22779642,-589.15678837,29.714729333,43.381752798,-13.667023465,-290.85860829,252.14446536,-567.79304264,24.789968996,37.877727097,-13.087758100999999,-511.19662862,510.3722624,-1156.9498322000004,135.38094117,162.13572278,-26.754781601999998,6.0000001176,4.9999999975,11.000000115,1.0000001201,5.271936824824183,80.8762423,-3.724384987035928,-3.5963417688361123,-6.320726755872038,0.01236457050379058,-592.07287092,5.271936824824183,IE,
Ar,8.0,18.0,10.0,-290.92800869,252.50365948,-568.27091944,24.839251266999998,37.946532167,-13.107280900000001,-290.92800869,252.50365948,-568.27091944,24.839251266999998,37.946532167,-13.107280900000001,-505.96295294,505.00731896,-1136.5418389,125.57156698,151.78612879,-26.214561813000003,4.9999998816,4.9999998816,9.9999997632,0.0,15.53026454791376,75.89306444000005,-3.833393879094228,-3.833393879094228,-6.666787758188456,0.013176434597532762,-581.85601738,15.53026454791376,IE,
He,-1.0,2.0,3.0,-1.9214885632,2.6907681369,-5.0324653573,0.42020865724,1.3225542115,-0.90234555427,-1.9093062627,1.2397943235,-3.1128829049,-0.036217681352,0.46730463183,-0.5035223131800001,-2.2792437766,3.9305609881,-8.1453482196,1.9355434549,3.3414114036,-1.4058679487,1.9999999559,0.99999999823,2.9999999541,0.99999995768,,1.5515510493,-1.2384307716248857,-1.230579079922253,-1.4690098515471386,0.6445163376681428,-3.8307948259,-0.0,AE,0.0
Li,-1.0,3.0,4.0,-4.9218099172,3.7388152094,-8.8844128207,0.22378769412,1.1864371216,-0.96264942747,-4.9218099172,3.7388152094,-8.8844128207,0.22378769412,1.1864371216,-0.96264942747,-7.470746042000001,7.4776298458,-17.768825471,2.8204495833,4.7457484247,-1.9252988414,1.9995525594,1.9995525594,3.9991051187,0.0,,2.3728737923999987,-2.074197933730781,-2.074197933730781,-3.1483958674615624,0.4214299147316085,-9.8436198344,-0.022711082561785858,AE,0.022711082561785858
Be,-1.0,4.0,5.0,-9.6444408656,7.4393787634000015,-17.979707839,0.89588821021,2.4666460942,-1.570757884,-9.0611720989,7.214785976,-16.648757078,0.37279900306,1.7406904178,-1.3678914147,-14.627058437,14.654177212999999,-34.628467420999996,5.3472317705000005,8.2858812817,-2.9386495112,2.999998208,1.9999996544,4.9999978623,0.9999985536,,4.078554527499998,-2.3646713070945955,-2.2216626105656507,-3.586333917660246,0.24518490393040368,-18.7056129645,-0.0,AE,0.0
B,-1.0,5.0,6.0,-16.567504374000002,12.884602848,-31.828275194,2.3761679722,4.7633715299,-2.3872035577,-14.413041650999999,11.797147829000002,-26.721031224,0.5108417439,2.2743071155,-1.7634653716,-24.652161868,24.681751824000006,-58.54930637,9.2153926776,13.366062434000002,-4.1506697562,3.9999999051,2.000000053,5.999999958099999,1.999999852,,6.328384157000003,-2.6179675511124305,-2.2775231865558174,-3.895490737668249,0.15801822000547674,-30.980546025000002,-0.010253061544883908,AE,0.010253061544883908
C,-1.0,6.0,7.0,-26.065601854,20.492923000999998,-51.601382113999996,5.0428572588,8.4804881535,-3.4376308946,-20.960588406,17.444080622,-39.049644118,0.64497509051,2.7858846460000004,-2.1409095555,-37.879006115,37.937003172,-90.651026218,14.835016930999998,20.413557852,-5.5785409208,4.9999997429,1.9999999821,6.999999725,2.9999997608,,9.147184144999997,-2.8495765954649435,-2.2914798777126846,-4.141056473177628,0.10932326103291762,-47.02619026,-0.0463776475614462,AE,0.0463776475614462
N,-3.0,7.0,10.0,-35.777368462,27.447832589,-68.501363326,5.2761622757,9.0982525281,-3.8220902524,-35.777368462,27.447832589,-68.501363326,5.2761622757,9.0982525281,-3.8220902524,-53.358233199,54.895662099,-137.00272545,28.748830156999997,36.3930114,-7.6441812427,5.0000004548,5.0000004548,10.00000091,0.0,,18.196503725,-1.9661671825915557,-1.9661671825915557,-2.9323343651831113,0.05495561208421097,-71.554736924,0.4079553688273377,AE,-0.4079553688273377
N,-2.0,7.0,9.0,-36.289069318,28.11844683,-70.10794599,5.7004298426,9.661382027,-3.9609521844,-34.129465978,26.674055329,-64.31511625600001,3.5115949489,6.941574921900001,-3.429979973,-54.115021688999995,54.79250302,-134.42306422,25.515539515,32.906472387,-7.3909328721,5.0000001982,4.000000303,9.0000005011,0.99999989522,,16.303513607000006,-2.2258434710919666,-2.093381022072832,-3.3192244931647985,0.06133647164072929,-70.418535296,0.2565656811765678,AE,-0.2565656811765678
N,-1.0,7.0,8.0,-36.83068278,29.019143441,-72.094518459,6.244692238300001,10.381622319,-4.1369300811,-31.852300642,25.665528621999997,-59.520272498999994,2.0024432353,5.0074022908,-3.0049590554,-54.535744828999995,54.684672672,-131.61479193,22.394374432,29.536264454,-7.141890021699999,4.9999999955000005,2.999999987,7.9999999825,2.0000000085,,14.147238592999996,-2.6033831646992716,-2.251485364625179,-3.8548685293244502,0.07068517247562338,-68.68298342199999,-0.0025724527173543853,AE,0.0025724527173543853
O,-2.0,8.0,10.0,-48.659990969,37.689578171,-93.102521777,6.752952637000001,11.349207545,-4.5962549081,-48.659990969,37.689578171,-93.102521777,6.752952637000001,11.349207545,-4.5962549081,-74.621566756,75.37915648,-186.20504378,36.204320543,45.39683060300001,-9.1925100595,4.9999999414,4.9999999414,9.9999998828,0.0,,22.698415181999987,-2.143761605329509,-2.143761605329509,-3.2875232106590184,0.044055939235484926,-97.319981938,0.28365646738775824,AE,-0.28365646738775824
O,-1.0,8.0,9.0,-49.382578906999996,38.850800518,-95.585977795,7.35259837,12.147372528,-4.7947741582,-45.989329276999996,36.380184111,-86.851482679,4.481969291,8.5770503814,-4.0950810904,-75.047523292,75.230984773,-182.43746082,32.158952757,41.048808736,-8.8898559785,4.9999999274,3.9999998438,8.9999997712,1.0000000836,,20.324384892,-2.42972071083134,-2.2627661068897647,-3.692486817721105,0.04920198103479214,-95.37190818399999,-0.05369076314363939,AE,0.05369076314363939
F,-1.0,9.0,10.0,-63.735147011,49.990950323999996,-122.15231208,8.4262147395,13.859373592999999,-5.4331588536,-63.735147011,49.990950323999996,-122.15231208,8.4262147395,13.859373592999999,-5.4331588536,-99.751547735,99.981900091,-244.30462465,44.571176825,55.437494756999996,-10.866317932000001,4.9999999271,4.9999999271,9.9999998541,0.0,,27.718746287,-2.2993517221553263,-2.2993517221553263,-3.5987034443106523,0.036076667741246175,-127.470294022,-0.12498445273888947,AE,0.12498445273888947
Ne,-1.0,10.0,11.0,-82.967998658,66.873789442,-162.94014225,13.098354152999999,19.859265657999998,-6.7609115051,-80.513733485,63.512726595,-153.92624914,9.8997890585,16.102072591,-6.2022835324,-127.79651428,130.38651384,-316.86638991,58.683361785,71.646557307,-12.963195522000001,6.0000002627,5.0000000815,11.000000344000002,1.0000001812,,35.68521786299999,-2.3249962765121546,-2.2562208753804525,-3.5812171518926066,0.028022807758639023,-163.481732143,-0.0,AE,0.0
Na,-1.0,11.0,12.0,-101.47979482,80.947241758,-195.87778455,13.45074797,20.528588657,-7.0778406871,-101.47979482,80.947241758,-195.87778455,13.45074797,20.528588657,-7.0778406871,-161.90241399,161.89448433,-391.75557112,67.958672803,82.114354138,-14.155681335999999,5.9987847876,5.9987847876,11.997569575,0.0,,41.05717564999998,-2.4716701335007696,-2.4716701335007696,-3.9433402670015396,0.024356278389061587,-202.95958964,-0.02010188051989784,AE,0.02010188051989784
Mg,-1.0,12.0,13.0,-125.01481465,99.930452227,-242.03159991,17.086333037,25.276463687,-8.1901306501,-123.71054695,99.760964572,-239.29182461,15.820313095,23.862556093000002,-8.0422429982,-199.68007082,199.69141605,-481.32342352,81.951936647,98.184310313,-16.232373665999994,6.9996090721,5.9999881673000015,12.999597239000002,0.99962090482,,49.04529077999999,-2.548966733845513,-2.5223736057539594,-4.071340339599472,0.020389317385957607,-248.72536159999999,-0.0,AE,0.0
Al,-1.0,13.0,14.0,-151.98540668,121.46172150000001,-295.33259926,21.885471079000002,31.343351801,-9.4578807213,-147.88555641,120.55112003,-286.45731871,18.020642271,27.005131458,-8.9844891874,-242.01925571,242.01284183,-581.78991859,97.757821046,116.20019151,-18.442370465,7.9999992408,6.0000000289,13.99999927,1.999999212,,57.85170738000002,-2.627155075677906,-2.5562868082459684,-4.183441883923875,0.01728557453683227,-299.87096309000003,-0.01587570819852992,AE,0.01587570819852992
Si,-1.0,14.0,15.0,-182.44527636,145.72727025,-356.08965519,27.917108584,38.770522113,-10.853413529000001,-174.12128703,143.3406331,-337.63542669,20.173506547,30.08651988,-9.9130133335,-289.07760252,289.0679055,-693.72508212,115.57957409,136.34600134,-20.766427241,8.999999946299997,5.9999999694,14.999999915999998,2.9999999769,,67.48896086999997,-2.7033350937412366,-2.579996562184438,-4.283331655925674,0.014817238065440679,-356.56656339,-0.05104481177721773,AE,0.05104481177721773
P,-3.0,15.0,18.0,-212.06813092,170.56309497,-412.82364069999994,30.192414815,41.971931696999995,-11.779516882000001,-212.06813092,170.56309497,-412.82364069999994,30.192414815,41.971931696999995,-11.779516882000001,-340.19239996,341.12619748,-825.64729117,144.32869373,167.8877281,-23.55903437,9.000001607,9.000001607,18.000003214,0.0,,83.94386187999999,-2.5263089661416473,-2.5263089661416473,-4.052617932283295,0.011912723308221474,-424.13626184,0.33783803981013905,AE,-0.33783803981013905
P,-2.0,15.0,17.0,-212.71571935,171.04755169999999,-414.54052174,30.777250698000003,42.6435419,-11.866291202000001,-209.49404245,170.01319486,-407.08031397,27.573076651999997,39.067804707,-11.494728055,-340.68863392,341.06074899,-821.62083382,139.87145091,163.23247081,-23.361019899000002,8.9999999584,8.000000072799999,17.000000031,0.99999988559,,81.52112788000005,-2.609332388814833,-2.569812855857164,-4.179145244671997,0.012266758642888386,-422.2097618,0.17848047386196025,AE,-0.17848047386196025
P,-1.0,15.0,16.0,-213.4718437,171.7043245,-416.68036403,31.50419583,43.476492431000004,-11.972296600999998,-206.34868134,169.2681246,-400.58355116,24.966745216,36.153725703,-11.186980488,-340.94390043,340.97245072,-817.26391378,135.34756262,158.50684023,-23.159277608000004,8.9999999628,7.000000174299999,16.000000137,1.9999997885,,78.87662461000002,-2.7064018618379864,-2.6160942149879856,-4.3224960768259715,0.012678027298257632,-419.82052504,-0.02743337076435784,AE,0.02743337076435784
S,-2.0,16.0,18.0,-245.90560461,198.97249483,-479.04252026,34.164420819,47.103912162,-12.939491344,-245.90560461,198.97249483,-479.04252026,34.164420819,47.103912162,-12.939491344,-397.60338446,397.9449903,-958.08504138,162.53666663,188.41564987,-25.878983245,8.9999999351,8.9999999351,17.99999987,0.0,,94.20782476000004,-2.610246072833748,-2.610246072833748,-4.220492145667496,0.010614829527669902,-491.81120922,0.17369974688351486,AE,-0.17369974688351486
S,-1.0,16.0,17.0,-246.7862191,199.78315498,-481.52555996,34.956185880999996,48.01995532300001,-13.063769442,-242.38325687,198.06450276,-471.40868708,30.960927451,43.550882953,-12.589955502,-397.83730107,397.84765866,-952.93424695,157.24928722,182.90301265,-25.653725421999997,8.9999999086,8.0000000214,16.99999993,0.99999988722,,91.33217489999998,-2.7020731672075846,-2.6538649400979066,-4.355938107305491,0.010949043982527565,-489.16947597,-0.07632834705635796,AE,0.07632834705635796
Cl,-1.0,17.0,18.0,-282.45376924,229.96403533,-550.77028401,38.352479435999996,52.493975567,-14.141496130999998,-282.45376924,229.96403533,-550.77028401,38.352479435999996,52.493975567,-14.141496130999998,-459.91958973,459.92807053,-1101.5405709,181.69291067,209.97590341,-28.282992743,8.999999797300001,8.999999797300001,17.999999595,0.0,,104.98794875,-2.690344678631508,-2.690344678631508,-4.380689357263016,0.009524902733181555,-564.90753848,-0.13273856021548627,AE,0.13273856021548627
